distance,A3.1-A4.1,A3.7-A4.7,A5.1,A5.2,A5.4,y
0.032779000568149405,10,0,0,0,0,A3.1-A4.1
0.2792683002075117,41,11,15,2,1,A3.1-A4.1
0.05971752540557342,8,1,4,0,0,A3.1-A4.1
0.1433467621361839,38,5,5,1,1,A3.1-A4.1
0.1433467621361839,38,5,5,1,1,A3.1-A4.1
0.004385281867819966,1,0,0,0,0,A3.1-A4.1
0.25627975485075,37,6,7,1,1,A3.1-A4.1
0.02182694062717436,2,1,1,15,0,A5.2
0.015695946104262143,2,1,1,0,0,A3.1-A4.1
0.22011657083209635,42,4,10,0,1,A3.1-A4.1
0.2653151375499635,27,17,11,0,0,A3.1-A4.1
0.10148562953642531,9,1,1,12,0,A5.2
0.017506381280099292,4,1,5,0,0,A5.1
0.017506381280099292,4,1,5,0,0,A5.1
0.06226787604523957,1,0,1,12,0,A5.2
0.33720928220877283,84,19,11,2,2,A3.1-A4.1
0.33720928220877283,84,19,11,2,2,A3.1-A4.1
0.12667030650554642,11,2,3,10,0,A3.1-A4.1
0.12667030650554642,11,2,3,10,0,A3.1-A4.1
0.12667030650554642,11,2,3,10,0,A3.1-A4.1
0.12667030650554642,11,2,3,10,0,A3.1-A4.1
0.2867273663763212,51,14,7,1,1,A3.1-A4.1
0.14750638912279002,22,4,7,1,0,A3.1-A4.1
0.0723075385041145,20,0,0,0,0,A3.1-A4.1
0.0723075385041145,20,0,0,0,0,A3.1-A4.1
0.14638302305303455,22,4,7,1,0,A3.1-A4.1
0.14638302305303455,22,4,7,1,0,A3.1-A4.1
0.08610441598451544,42,9,10,1,1,A3.1-A4.1
0.2218994181569766,28,12,4,0,2,A3.1-A4.1
0.12160745807792984,23,2,6,1,0,A3.1-A4.1
0.12160745807792984,23,2,6,1,0,A3.1-A4.1
0.03404972667748314,6,1,1,0,0,A3.1-A4.1
0.022890398810022264,16,0,0,0,0,A3.1-A4.1
0.024942055792257587,5,0,0,0,0,A3.1-A4.1
0.24539927648046272,53,9,5,0,0,A3.1-A4.1
0.03468606363959566,3,4,0,0,0,A3.7-A4.7
0.18785146912650863,27,6,6,1,1,A3.1-A4.1
0.1407301521473515,19,8,3,2,1,A3.1-A4.1
0.0430274656442178,15,0,0,0,0,A3.1-A4.1
0.012488924158145825,3,0,0,0,0,A3.1-A4.1
0.009035596061296272,2,0,0,0,0,A3.1-A4.1
0.16922373585743775,30,4,5,0,1,A3.1-A4.1
0.0033228249413763816,2,0,0,0,0,A3.1-A4.1
0.08846691848678395,27,6,2,0,0,A3.1-A4.1
0.147527622060704,39,3,4,0,0,A3.1-A4.1
0.147527622060704,39,3,4,0,0,A3.1-A4.1
0.02699436798885622,6,0,0,0,0,A3.1-A4.1
0.1362036455657375,35,1,5,0,0,A3.1-A4.1
0.14542726012373822,31,2,2,1,1,A3.1-A4.1
0.04980354063124972,9,1,2,0,0,A3.1-A4.1
0.20370741807360804,39,24,7,0,0,A3.1-A4.1
0.05561867042246907,21,11,8,2,0,A3.1-A4.1
0.05561867042246907,21,11,8,2,0,A3.1-A4.1
0.0554230412191955,10,4,2,0,0,A3.1-A4.1
0.07682621951410547,13,1,4,0,0,A3.1-A4.1
0.15001646209314,30,5,2,3,0,A3.1-A4.1
0.171315304255391,30,6,9,1,1,A3.1-A4.1
0.15001646209314,30,5,2,3,0,A3.1-A4.1
0.2451120200355434,39,6,6,0,1,A3.1-A4.1
0.2451120200355434,39,6,6,0,1,A3.1-A4.1
0.026816632552376696,16,2,4,2,0,A3.1-A4.1
0.03321180860104291,10,0,0,0,0,A3.1-A4.1
0.03321180860104291,10,0,0,0,0,A3.1-A4.1
0.03321180860104291,10,0,0,0,0,A3.1-A4.1
0.03321180860104291,10,0,0,0,0,A3.1-A4.1
0.01194863367651381,12,0,0,0,0,A3.1-A4.1
0.01194863367651381,12,0,0,0,0,A3.1-A4.1
0.01194863367651381,12,0,0,0,0,A3.1-A4.1
0.01194863367651381,12,0,0,0,0,A3.1-A4.1
0.008183760023847464,3,0,0,0,0,A3.1-A4.1
0.010160927516057666,10,0,0,0,0,A3.1-A4.1
0.028169740356836948,16,0,3,0,0,A3.1-A4.1
0.028169740356836948,16,0,3,0,0,A3.1-A4.1
0.028169740356836948,16,0,3,0,0,A3.1-A4.1
0.028169740356836948,16,0,3,0,0,A3.1-A4.1
0.06525994023926007,7,5,4,0,0,A3.1-A4.1
0.06525994023926007,7,5,4,0,0,A3.1-A4.1
0.06525994023926007,7,5,4,0,0,A3.1-A4.1
0.06525994023926007,7,5,4,0,0,A3.1-A4.1
0.004959288668350356,1,0,0,0,0,A3.1-A4.1
0.004959288668350356,1,0,0,0,0,A3.1-A4.1
0.004959288668350356,1,0,0,0,0,A3.1-A4.1
0.004959288668350356,1,0,0,0,0,A3.1-A4.1
0.26965441126220796,32,34,5,2,0,A3.7-A4.7
