Wall time,Step,Value
1530802614.3679733,0,2.0497047901153564
1530802728.5880134,1,1.8652698993682861
1530802842.61709,2,1.8594491481781006
1530802956.7357829,3,1.7887647151947021
1530803070.867953,4,1.7108068466186523
1530803185.49875,5,1.623018741607666
1530803300.0777502,6,1.5563344955444336
1530803415.0606904,7,1.4791359901428223
1530803530.5770044,8,1.3595141172409058
1530803642.077858,9,1.247115135192871
1530803753.6135488,10,1.0963046550750732
1530803865.2419164,11,0.9852293729782104
1530803981.0205421,12,0.9670976996421814
1530804092.6372309,13,0.858761727809906
1530804204.285258,14,0.8020073175430298
1530804320.0344365,15,0.8641374707221985
1530804431.7602594,16,0.7113463878631592
1530804543.7778974,17,0.6755667924880981
1530804658.209052,18,0.4270362854003906
1530804777.275708,19,0.41667893528938293
1530804896.4094772,20,0.39632201194763184
1530805015.6903822,21,0.3758614957332611
1530805130.6170146,22,0.35099491477012634
1530805245.683871,23,0.36035504937171936
1530805364.0771284,24,0.3437342345714569
1530805477.7734537,25,0.32730671763420105
1530805591.7858632,26,0.2947179079055786
1530805706.4603996,27,0.19475418329238892
1530805825.6206083,28,0.16820240020751953
1530805944.9282937,29,0.17644423246383667
1530806060.128754,30,0.16301356256008148
1530806174.374882,31,0.16078120470046997
1530806288.7816536,32,0.12028621137142181
1530806399.528563,33,0.11108262091875076
1530806510.195838,34,0.10132831335067749
1530806625.0018973,35,0.08710073679685593
1530806735.6171904,36,0.10582907497882843
1530806846.164042,37,0.08996018022298813
1530806956.745499,38,0.08247572928667068
1530807067.3979003,39,0.07805562019348145
1530807178.000744,40,0.07808662205934525
1530807288.5625954,41,0.06954316049814224
1530807399.1253896,42,0.07812470197677612
1530807509.6953168,43,0.06481875479221344
1530807620.2678585,44,0.06957097351551056
1530807730.8505058,45,0.06093934550881386
1530807841.4244378,46,0.06460031121969223
1530807952.126037,47,0.06199203059077263
1530808062.7677562,48,0.056041378527879715
1530808173.4458933,49,0.06152454763650894
1530808284.0156767,50,0.05591823533177376
1530808394.56191,51,0.055888354778289795
1530808505.1127927,52,0.060536328703165054
1530808615.7267864,53,0.05330117791891098
1530808726.2463455,54,0.05500226467847824
1530808835.824211,55,0.05001210421323776
1530808945.7602963,56,0.06215989962220192
1530809055.647841,57,0.055737320333719254
1530809165.6745727,58,0.05428863316774368
1530809275.9290426,59,0.04902851954102516
1530809386.131035,60,0.05265738442540169
1530809496.3577397,61,0.048915889114141464
1530809606.6546702,62,0.052960414439439774
1530809716.9458818,63,0.05520119518041611
1530809827.235714,64,0.05292223021388054
1530809937.3956072,65,0.04960505664348602
1530810047.6268446,66,0.05364217609167099
1530810157.890868,67,0.0560549795627594
1530810268.0509527,68,0.04857148975133896
1530810378.2928512,69,0.05060049518942833
1530810488.5695028,70,0.04920496046543121
1530810598.723809,71,0.054731585085392
1530810708.978152,72,0.05838198959827423
1530810819.2630277,73,0.0528225414454937
1530810929.406411,74,0.05868849903345108
1530811039.6719184,75,0.04940563812851906
1530811149.951975,76,0.049249328672885895
1530811260.2822454,77,0.05937400087714195
1530811370.5547945,78,0.046902161091566086
1530811480.8652213,79,0.050832536071538925
1530811591.0950718,80,0.05084142088890076
1530811701.3239913,81,0.051184382289648056
1530811811.6065187,82,0.04804801940917969
1530811921.8559163,83,0.04720950126647949
1530812032.1166675,84,0.05270446464419365
1530812142.3483005,85,0.057844266295433044
1530812252.631798,86,0.05278517305850983
1530812362.9682415,87,0.05599350109696388
1530812473.2307644,88,0.05883590877056122
1530812583.4083502,89,0.05649809539318085
1530812693.6440597,90,0.053610749542713165
1530812803.9701028,91,0.056274138391017914
1530812914.2179658,92,0.05169347673654556
1530813024.4850302,93,0.0547376312315464
1530813134.763699,94,0.052444469183683395
1530813244.9554558,95,0.04967387020587921
1530813355.1372786,96,0.04875100404024124
1530813465.3653698,97,0.05100366845726967
1530813575.6151483,98,0.04756126552820206
